PeriodEnd,PeriodStart,Period,AirTemp,Ghi
2013-02-02T07:00:00Z,2013-02-02T06:00:00Z,PT60M,17.7,164
2013-02-02T08:00:00Z,2013-02-02T07:00:00Z,PT60M,17.6,83
2013-02-02T09:00:00Z,2013-02-02T08:00:00Z,PT60M,17.4,33
2013-02-02T10:00:00Z,2013-02-02T09:00:00Z,PT60M,17.1,3
2013-02-02T11:00:00Z,2013-02-02T10:00:00Z,PT60M,16.7,0
2013-02-02T12:00:00Z,2013-02-02T11:00:00Z,PT60M,16.2,0
2013-02-02T13:00:00Z,2013-02-02T12:00:00Z,PT60M,16.0,0
2013-02-02T14:00:00Z,2013-02-02T13:00:00Z,PT60M,16.0,0
2013-02-02T15:00:00Z,2013-02-02T14:00:00Z,PT60M,16.0,0
2013-02-02T16:00:00Z,2013-02-02T15:00:00Z,PT60M,15.9,0
2013-02-02T17:00:00Z,2013-02-02T16:00:00Z,PT60M,15.9,0
2013-02-02T18:00:00Z,2013-02-02T17:00:00Z,PT60M,15.8,0
2013-02-02T19:00:00Z,2013-02-02T18:00:00Z,PT60M,15.9,0
2013-02-02T20:00:00Z,2013-02-02T19:00:00Z,PT60M,16.2,15
2013-02-02T21:00:00Z,2013-02-02T20:00:00Z,PT60M,16.5,37
2013-02-02T22:00:00Z,2013-02-02T21:00:00Z,PT60M,17.0,66
2013-02-02T23:00:00Z,2013-02-02T22:00:00Z,PT60M,17.8,107
2013-02-03T00:00:00Z,2013-02-02T23:00:00Z,PT60M,18.6,556
2013-02-03T01:00:00Z,2013-02-03T00:00:00Z,PT60M,19.3,635
2013-02-03T02:00:00Z,2013-02-03T01:00:00Z,PT60M,19.9,366
2013-02-03T03:00:00Z,2013-02-03T02:00:00Z,PT60M,20.5,597
2013-02-03T04:00:00Z,2013-02-03T03:00:00Z,PT60M,20.8,559
2013-02-03T05:00:00Z,2013-02-03T04:00:00Z,PT60M,21.0,640
2013-02-03T06:00:00Z,2013-02-03T05:00:00Z,PT60M,21.1,666
2013-02-03T07:00:00Z,2013-02-03T06:00:00Z,PT60M,21.0,259
2013-02-03T08:00:00Z,2013-02-03T07:00:00Z,PT60M,20.7,89
2013-02-03T09:00:00Z,2013-02-03T08:00:00Z,PT60M,20.5,43
2013-02-03T10:00:00Z,2013-02-03T09:00:00Z,PT60M,20.1,3
2013-02-03T11:00:00Z,2013-02-03T10:00:00Z,PT60M,19.7,0
2013-02-03T12:00:00Z,2013-02-03T11:00:00Z,PT60M,19.2,0
2013-02-03T13:00:00Z,2013-02-03T12:00:00Z,PT60M,18.9,0
2013-02-03T14:00:00Z,2013-02-03T13:00:00Z,PT60M,18.7,0
2013-02-03T15:00:00Z,2013-02-03T14:00:00Z,PT60M,18.4,0
2013-02-03T16:00:00Z,2013-02-03T15:00:00Z,PT60M,18.2,0
2013-02-03T17:00:00Z,2013-02-03T16:00:00Z,PT60M,18.0,0
2013-02-03T18:00:00Z,2013-02-03T17:00:00Z,PT60M,17.7,0
2013-02-03T19:00:00Z,2013-02-03T18:00:00Z,PT60M,17.8,1
2013-02-03T20:00:00Z,2013-02-03T19:00:00Z,PT60M,18.0,32
2013-02-03T21:00:00Z,2013-02-03T20:00:00Z,PT60M,18.3,105
2013-02-03T22:00:00Z,2013-02-03T21:00:00Z,PT60M,19.0,352
2013-02-03T23:00:00Z,2013-02-03T22:00:00Z,PT60M,20.0,426
2013-02-04T00:00:00Z,2013-02-03T23:00:00Z,PT60M,21.0,687
2013-02-04T01:00:00Z,2013-02-04T00:00:00Z,PT60M,21.4,931
2013-02-04T02:00:00Z,2013-02-04T01:00:00Z,PT60M,21.4,783
2013-02-04T03:00:00Z,2013-02-04T02:00:00Z,PT60M,21.4,675
2013-02-04T04:00:00Z,2013-02-04T03:00:00Z,PT60M,21.4,528
2013-02-04T05:00:00Z,2013-02-04T04:00:00Z,PT60M,21.3,297
2013-02-04T06:00:00Z,2013-02-04T05:00:00Z,PT60M,21.2,441
2013-02-04T07:00:00Z,2013-02-04T06:00:00Z,PT60M,21.0,448
2013-02-04T08:00:00Z,2013-02-04T07:00:00Z,PT60M,20.7,246
2013-02-04T09:00:00Z,2013-02-04T08:00:00Z,PT60M,20.3,65
2013-02-04T10:00:00Z,2013-02-04T09:00:00Z,PT60M,19.8,2
2013-02-04T11:00:00Z,2013-02-04T10:00:00Z,PT60M,19.3,0
2013-02-04T12:00:00Z,2013-02-04T11:00:00Z,PT60M,18.8,0
2013-02-04T13:00:00Z,2013-02-04T12:00:00Z,PT60M,18.6,0
2013-02-04T14:00:00Z,2013-02-04T13:00:00Z,PT60M,18.5,0
2013-02-04T15:00:00Z,2013-02-04T14:00:00Z,PT60M,18.4,0
2013-02-04T16:00:00Z,2013-02-04T15:00:00Z,PT60M,18.3,0
2013-02-04T17:00:00Z,2013-02-04T16:00:00Z,PT60M,18.2,0
2013-02-04T18:00:00Z,2013-02-04T17:00:00Z,PT60M,18.0,0
2013-02-04T19:00:00Z,2013-02-04T18:00:00Z,PT60M,18.0,1
2013-02-04T20:00:00Z,2013-02-04T19:00:00Z,PT60M,18.1,30
2013-02-04T21:00:00Z,2013-02-04T20:00:00Z,PT60M,18.3,52
2013-02-04T22:00:00Z,2013-02-04T21:00:00Z,PT60M,18.9,66
2013-02-04T23:00:00Z,2013-02-04T22:00:00Z,PT60M,20.1,113
2013-02-05T00:00:00Z,2013-02-04T23:00:00Z,PT60M,21.2,468
2013-02-05T01:00:00Z,2013-02-05T00:00:00Z,PT60M,21.6,704
2013-02-05T02:00:00Z,2013-02-05T01:00:00Z,PT60M,21.5,904
2013-02-05T03:00:00Z,2013-02-05T02:00:00Z,PT60M,21.3,1014
2013-02-05T04:00:00Z,2013-02-05T03:00:00Z,PT60M,21.2,968
2013-02-05T05:00:00Z,2013-02-05T04:00:00Z,PT60M,21.1,850
2013-02-05T06:00:00Z,2013-02-05T05:00:00Z,PT60M,21.0,681
2013-02-05T07:00:00Z,2013-02-05T06:00:00Z,PT60M,20.6,475
2013-02-05T08:00:00Z,2013-02-05T07:00:00Z,PT60M,20.2,254
2013-02-05T09:00:00Z,2013-02-05T08:00:00Z,PT60M,19.8,66
2013-02-05T10:00:00Z,2013-02-05T09:00:00Z,PT60M,19.6,2
2013-02-05T11:00:00Z,2013-02-05T10:00:00Z,PT60M,19.7,0
2013-02-05T12:00:00Z,2013-02-05T11:00:00Z,PT60M,19.8,0
2013-02-05T13:00:00Z,2013-02-05T12:00:00Z,PT60M,19.7,0
2013-02-05T14:00:00Z,2013-02-05T13:00:00Z,PT60M,19.4,0
2013-02-05T15:00:00Z,2013-02-05T14:00:00Z,PT60M,19.2,0
2013-02-05T16:00:00Z,2013-02-05T15:00:00Z,PT60M,19.0,0
2013-02-05T17:00:00Z,2013-02-05T16:00:00Z,PT60M,18.9,0
2013-02-05T18:00:00Z,2013-02-05T17:00:00Z,PT60M,18.8,0
2013-02-05T19:00:00Z,2013-02-05T18:00:00Z,PT60M,18.8,1
2013-02-05T20:00:00Z,2013-02-05T19:00:00Z,PT60M,18.8,35
2013-02-05T21:00:00Z,2013-02-05T20:00:00Z,PT60M,18.9,193
2013-02-05T22:00:00Z,2013-02-05T21:00:00Z,PT60M,19.7,414
2013-02-05T23:00:00Z,2013-02-05T22:00:00Z,PT60M,21.0,555
2013-02-06T00:00:00Z,2013-02-05T23:00:00Z,PT60M,22.4,772
2013-02-06T01:00:00Z,2013-02-06T00:00:00Z,PT60M,23.1,949
2013-02-06T02:00:00Z,2013-02-06T01:00:00Z,PT60M,23.2,1025
2013-02-06T03:00:00Z,2013-02-06T02:00:00Z,PT60M,23.3,1035
2013-02-06T04:00:00Z,2013-02-06T03:00:00Z,PT60M,23.3,978
2013-02-06T05:00:00Z,2013-02-06T04:00:00Z,PT60M,23.2,859
2013-02-06T06:00:00Z,2013-02-06T05:00:00Z,PT60M,23.1,688
2013-02-06T07:00:00Z,2013-02-06T06:00:00Z,PT60M,22.8,479
2013-02-06T08:00:00Z,2013-02-06T07:00:00Z,PT60M,22.2,256
2013-02-06T09:00:00Z,2013-02-06T08:00:00Z,PT60M,21.6,65
2013-02-06T10:00:00Z,2013-02-06T09:00:00Z,PT60M,21.1,1
2013-02-06T11:00:00Z,2013-02-06T10:00:00Z,PT60M,20.7,0
2013-02-06T12:00:00Z,2013-02-06T11:00:00Z,PT60M,20.2,0
2013-02-06T13:00:00Z,2013-02-06T12:00:00Z,PT60M,19.8,0
2013-02-06T14:00:00Z,2013-02-06T13:00:00Z,PT60M,19.5,0
2013-02-06T15:00:00Z,2013-02-06T14:00:00Z,PT60M,19.1,0
2013-02-06T16:00:00Z,2013-02-06T15:00:00Z,PT60M,18.8,0
2013-02-06T17:00:00Z,2013-02-06T16:00:00Z,PT60M,18.5,0
2013-02-06T18:00:00Z,2013-02-06T17:00:00Z,PT60M,18.2,0
2013-02-06T19:00:00Z,2013-02-06T18:00:00Z,PT60M,18.3,1
2013-02-06T20:00:00Z,2013-02-06T19:00:00Z,PT60M,18.5,34
2013-02-06T21:00:00Z,2013-02-06T20:00:00Z,PT60M,18.8,192
2013-02-06T22:00:00Z,2013-02-06T21:00:00Z,PT60M,19.9,415
2013-02-06T23:00:00Z,2013-02-06T22:00:00Z,PT60M,21.7,630
2013-02-07T00:00:00Z,2013-02-06T23:00:00Z,PT60M,23.5,813
2013-02-07T01:00:00Z,2013-02-07T00:00:00Z,PT60M,24.5,947
2013-02-07T02:00:00Z,2013-02-07T01:00:00Z,PT60M,24.9,1021
2013-02-07T03:00:00Z,2013-02-07T02:00:00Z,PT60M,25.1,1031
2013-02-07T04:00:00Z,2013-02-07T03:00:00Z,PT60M,25.3,975
2013-02-07T05:00:00Z,2013-02-07T04:00:00Z,PT60M,25.3,855
2013-02-07T06:00:00Z,2013-02-07T05:00:00Z,PT60M,25.4,683
2013-02-07T07:00:00Z,2013-02-07T06:00:00Z,PT60M,24.9,475
2013-02-07T08:00:00Z,2013-02-07T07:00:00Z,PT60M,24.2,252
2013-02-07T09:00:00Z,2013-02-07T08:00:00Z,PT60M,23.4,63
2013-02-07T10:00:00Z,2013-02-07T09:00:00Z,PT60M,22.7,1
2013-02-07T11:00:00Z,2013-02-07T10:00:00Z,PT60M,21.9,0
2013-02-07T12:00:00Z,2013-02-07T11:00:00Z,PT60M,21.2,0
2013-02-07T13:00:00Z,2013-02-07T12:00:00Z,PT60M,20.7,0
2013-02-07T14:00:00Z,2013-02-07T13:00:00Z,PT60M,20.5,0
2013-02-07T15:00:00Z,2013-02-07T14:00:00Z,PT60M,20.2,0
2013-02-07T16:00:00Z,2013-02-07T15:00:00Z,PT60M,19.9,0
2013-02-07T17:00:00Z,2013-02-07T16:00:00Z,PT60M,19.6,0
2013-02-07T18:00:00Z,2013-02-07T17:00:00Z,PT60M,19.4,0
2013-02-07T19:00:00Z,2013-02-07T18:00:00Z,PT60M,19.3,1
2013-02-07T20:00:00Z,2013-02-07T19:00:00Z,PT60M,19.6,34
2013-02-07T21:00:00Z,2013-02-07T20:00:00Z,PT60M,19.8,183
2013-02-07T22:00:00Z,2013-02-07T21:00:00Z,PT60M,20.9,405
2013-02-07T23:00:00Z,2013-02-07T22:00:00Z,PT60M,22.6,621
2013-02-08T00:00:00Z,2013-02-07T23:00:00Z,PT60M,24.4,802
2013-02-08T01:00:00Z,2013-02-08T00:00:00Z,PT60M,25.6,935
2013-02-08T02:00:00Z,2013-02-08T01:00:00Z,PT60M,26.3,1008
2013-02-08T03:00:00Z,2013-02-08T02:00:00Z,PT60M,27.0,1016
2013-02-08T04:00:00Z,2013-02-08T03:00:00Z,PT60M,27.3,959
2013-02-08T05:00:00Z,2013-02-08T04:00:00Z,PT60M,27.3,840
2013-02-08T06:00:00Z,2013-02-08T05:00:00Z,PT60M,27.3,668
2013-02-08T07:00:00Z,2013-02-08T06:00:00Z,PT60M,26.8,413
2013-02-08T08:00:00Z,2013-02-08T07:00:00Z,PT60M,25.9,215
2013-02-08T09:00:00Z,2013-02-08T08:00:00Z,PT60M,25.0,59
2013-02-08T10:00:00Z,2013-02-08T09:00:00Z,PT60M,24.1,0
2013-02-08T11:00:00Z,2013-02-08T10:00:00Z,PT60M,23.3,0
2013-02-08T12:00:00Z,2013-02-08T11:00:00Z,PT60M,22.5,0
2013-02-08T13:00:00Z,2013-02-08T12:00:00Z,PT60M,22.0,0
2013-02-08T14:00:00Z,2013-02-08T13:00:00Z,PT60M,21.7,0
2013-02-08T15:00:00Z,2013-02-08T14:00:00Z,PT60M,21.5,0
2013-02-08T16:00:00Z,2013-02-08T15:00:00Z,PT60M,21.2,0
2013-02-08T17:00:00Z,2013-02-08T16:00:00Z,PT60M,20.9,0
2013-02-08T18:00:00Z,2013-02-08T17:00:00Z,PT60M,20.7,0
2013-02-08T19:00:00Z,2013-02-08T18:00:00Z,PT60M,20.6,1
2013-02-08T20:00:00Z,2013-02-08T19:00:00Z,PT60M,20.9,29
2013-02-08T21:00:00Z,2013-02-08T20:00:00Z,PT60M,21.1,149
2013-02-08T22:00:00Z,2013-02-08T21:00:00Z,PT60M,22.0,380
2013-02-08T23:00:00Z,2013-02-08T22:00:00Z,PT60M,23.4,604
2013-02-09T00:00:00Z,2013-02-08T23:00:00Z,PT60M,24.8,789
2013-02-09T01:00:00Z,2013-02-09T00:00:00Z,PT60M,25.8,897
2013-02-09T02:00:00Z,2013-02-09T01:00:00Z,PT60M,26.5,785
2013-02-09T03:00:00Z,2013-02-09T02:00:00Z,PT60M,27.1,883
2013-02-09T04:00:00Z,2013-02-09T03:00:00Z,PT60M,27.4,901
2013-02-09T05:00:00Z,2013-02-09T04:00:00Z,PT60M,27.5,483
2013-02-09T06:00:00Z,2013-02-09T05:00:00Z,PT60M,27.5,231
2013-02-09T07:00:00Z,2013-02-09T06:00:00Z,PT60M,27.0,113
2013-02-09T08:00:00Z,2013-02-09T07:00:00Z,PT60M,26.3,52
2013-02-09T09:00:00Z,2013-02-09T08:00:00Z,PT60M,25.5,18
2013-02-09T10:00:00Z,2013-02-09T09:00:00Z,PT60M,24.7,0
2013-02-09T11:00:00Z,2013-02-09T10:00:00Z,PT60M,23.8,0
2013-02-09T12:00:00Z,2013-02-09T11:00:00Z,PT60M,23.0,0
2013-02-09T13:00:00Z,2013-02-09T12:00:00Z,PT60M,22.4,0
2013-02-09T14:00:00Z,2013-02-09T13:00:00Z,PT60M,22.1,0
2013-02-09T15:00:00Z,2013-02-09T14:00:00Z,PT60M,21.9,0
2013-02-09T16:00:00Z,2013-02-09T15:00:00Z,PT60M,21.6,0
2013-02-09T17:00:00Z,2013-02-09T16:00:00Z,PT60M,21.4,0
2013-02-09T18:00:00Z,2013-02-09T17:00:00Z,PT60M,21.1,0
2013-02-09T19:00:00Z,2013-02-09T18:00:00Z,PT60M,21.2,0
2013-02-09T20:00:00Z,2013-02-09T19:00:00Z,PT60M,21.4,19
2013-02-09T21:00:00Z,2013-02-09T20:00:00Z,PT60M,21.7,81
2013-02-09T22:00:00Z,2013-02-09T21:00:00Z,PT60M,22.6,332
2013-02-09T23:00:00Z,2013-02-09T22:00:00Z,PT60M,23.8,588
2013-02-10T00:00:00Z,2013-02-09T23:00:00Z,PT60M,25.2,770
2013-02-10T01:00:00Z,2013-02-10T00:00:00Z,PT60M,25.9,904
2013-02-10T02:00:00Z,2013-02-10T01:00:00Z,PT60M,26.3,976
2013-02-10T03:00:00Z,2013-02-10T02:00:00Z,PT60M,26.5,982
2013-02-10T04:00:00Z,2013-02-10T03:00:00Z,PT60M,26.3,916
2013-02-10T05:00:00Z,2013-02-10T04:00:00Z,PT60M,25.7,390
2013-02-10T06:00:00Z,2013-02-10T05:00:00Z,PT60M,25.0,68
2013-02-10T07:00:00Z,2013-02-10T06:00:00Z,PT60M,24.3,70
2013-02-10T08:00:00Z,2013-02-10T07:00:00Z,PT60M,23.5,43
2013-02-10T09:00:00Z,2013-02-10T08:00:00Z,PT60M,22.7,7
2013-02-10T10:00:00Z,2013-02-10T09:00:00Z,PT60M,21.8,0
2013-02-10T11:00:00Z,2013-02-10T10:00:00Z,PT60M,20.9,0
2013-02-10T12:00:00Z,2013-02-10T11:00:00Z,PT60M,19.9,0
2013-02-10T13:00:00Z,2013-02-10T12:00:00Z,PT60M,19.6,0
2013-02-10T14:00:00Z,2013-02-10T13:00:00Z,PT60M,19.7,0
2013-02-10T15:00:00Z,2013-02-10T14:00:00Z,PT60M,19.9,0
2013-02-10T16:00:00Z,2013-02-10T15:00:00Z,PT60M,20.0,0
2013-02-10T17:00:00Z,2013-02-10T16:00:00Z,PT60M,19.9,0
2013-02-10T18:00:00Z,2013-02-10T17:00:00Z,PT60M,19.9,0
2013-02-10T19:00:00Z,2013-02-10T18:00:00Z,PT60M,19.9,0
2013-02-10T20:00:00Z,2013-02-10T19:00:00Z,PT60M,20.0,14
2013-02-10T21:00:00Z,2013-02-10T20:00:00Z,PT60M,20.0,139
2013-02-10T22:00:00Z,2013-02-10T21:00:00Z,PT60M,20.1,223
2013-02-10T23:00:00Z,2013-02-10T22:00:00Z,PT60M,20.2,401
2013-02-11T00:00:00Z,2013-02-10T23:00:00Z,PT60M,20.4,376
2013-02-11T01:00:00Z,2013-02-11T00:00:00Z,PT60M,20.6,227
2013-02-11T02:00:00Z,2013-02-11T01:00:00Z,PT60M,20.8,126
2013-02-11T03:00:00Z,2013-02-11T02:00:00Z,PT60M,21.0,161
2013-02-11T04:00:00Z,2013-02-11T03:00:00Z,PT60M,21.0,130
2013-02-11T05:00:00Z,2013-02-11T04:00:00Z,PT60M,20.9,54
2013-02-11T06:00:00Z,2013-02-11T05:00:00Z,PT60M,20.7,45
2013-02-11T07:00:00Z,2013-02-11T06:00:00Z,PT60M,20.5,92
2013-02-11T08:00:00Z,2013-02-11T07:00:00Z,PT60M,20.2,69
2013-02-11T09:00:00Z,2013-02-11T08:00:00Z,PT60M,19.9,16
2013-02-11T10:00:00Z,2013-02-11T09:00:00Z,PT60M,19.8,0
2013-02-11T11:00:00Z,2013-02-11T10:00:00Z,PT60M,19.7,0
2013-02-11T12:00:00Z,2013-02-11T11:00:00Z,PT60M,19.6,0
2013-02-11T13:00:00Z,2013-02-11T12:00:00Z,PT60M,19.5,0
2013-02-11T14:00:00Z,2013-02-11T13:00:00Z,PT60M,19.4,0
2013-02-11T15:00:00Z,2013-02-11T14:00:00Z,PT60M,19.3,0
2013-02-11T16:00:00Z,2013-02-11T15:00:00Z,PT60M,19.2,0
2013-02-11T17:00:00Z,2013-02-11T16:00:00Z,PT60M,19.2,0
2013-02-11T18:00:00Z,2013-02-11T17:00:00Z,PT60M,19.1,0
2013-02-11T19:00:00Z,2013-02-11T18:00:00Z,PT60M,19.2,0
2013-02-11T20:00:00Z,2013-02-11T19:00:00Z,PT60M,19.3,16
2013-02-11T21:00:00Z,2013-02-11T20:00:00Z,PT60M,19.4,78
2013-02-11T22:00:00Z,2013-02-11T21:00:00Z,PT60M,19.8,178
2013-02-11T23:00:00Z,2013-02-11T22:00:00Z,PT60M,20.3,123
2013-02-12T00:00:00Z,2013-02-11T23:00:00Z,PT60M,20.7,113
2013-02-12T01:00:00Z,2013-02-12T00:00:00Z,PT60M,21.0,91
2013-02-12T02:00:00Z,2013-02-12T01:00:00Z,PT60M,21.1,46
2013-02-12T03:00:00Z,2013-02-12T02:00:00Z,PT60M,21.2,198
2013-02-12T04:00:00Z,2013-02-12T03:00:00Z,PT60M,21.2,177
2013-02-12T05:00:00Z,2013-02-12T04:00:00Z,PT60M,21.2,100
2013-02-12T06:00:00Z,2013-02-12T05:00:00Z,PT60M,21.2,106
2013-02-12T07:00:00Z,2013-02-12T06:00:00Z,PT60M,21.0,171
2013-02-12T08:00:00Z,2013-02-12T07:00:00Z,PT60M,20.7,110
2013-02-12T09:00:00Z,2013-02-12T08:00:00Z,PT60M,20.3,21
2013-02-12T10:00:00Z,2013-02-12T09:00:00Z,PT60M,20.0,0
2013-02-12T11:00:00Z,2013-02-12T10:00:00Z,PT60M,19.9,0
2013-02-12T12:00:00Z,2013-02-12T11:00:00Z,PT60M,19.7,0
2013-02-12T13:00:00Z,2013-02-12T12:00:00Z,PT60M,19.5,0
2013-02-12T14:00:00Z,2013-02-12T13:00:00Z,PT60M,19.2,0
2013-02-12T15:00:00Z,2013-02-12T14:00:00Z,PT60M,18.9,0
2013-02-12T16:00:00Z,2013-02-12T15:00:00Z,PT60M,18.7,0
2013-02-12T17:00:00Z,2013-02-12T16:00:00Z,PT60M,18.6,0
2013-02-12T18:00:00Z,2013-02-12T17:00:00Z,PT60M,18.4,0
2013-02-12T19:00:00Z,2013-02-12T18:00:00Z,PT60M,18.3,0
2013-02-12T20:00:00Z,2013-02-12T19:00:00Z,PT60M,18.3,24
2013-02-12T21:00:00Z,2013-02-12T20:00:00Z,PT60M,18.4,139
2013-02-12T22:00:00Z,2013-02-12T21:00:00Z,PT60M,18.9,128
2013-02-12T23:00:00Z,2013-02-12T22:00:00Z,PT60M,19.9,246
2013-02-13T00:00:00Z,2013-02-12T23:00:00Z,PT60M,20.9,439
2013-02-13T01:00:00Z,2013-02-13T00:00:00Z,PT60M,21.5,738
2013-02-13T02:00:00Z,2013-02-13T01:00:00Z,PT60M,21.7,527
2013-02-13T03:00:00Z,2013-02-13T02:00:00Z,PT60M,22.0,539
2013-02-13T04:00:00Z,2013-02-13T03:00:00Z,PT60M,22.0,522
2013-02-13T05:00:00Z,2013-02-13T04:00:00Z,PT60M,22.0,293
2013-02-13T06:00:00Z,2013-02-13T05:00:00Z,PT60M,21.9,213
2013-02-13T07:00:00Z,2013-02-13T06:00:00Z,PT60M,21.6,165
2013-02-13T08:00:00Z,2013-02-13T07:00:00Z,PT60M,21.2,111
2013-02-13T09:00:00Z,2013-02-13T08:00:00Z,PT60M,20.7,35
2013-02-13T10:00:00Z,2013-02-13T09:00:00Z,PT60M,20.2,0
2013-02-13T11:00:00Z,2013-02-13T10:00:00Z,PT60M,19.7,0
2013-02-13T12:00:00Z,2013-02-13T11:00:00Z,PT60M,19.2,0
2013-02-13T13:00:00Z,2013-02-13T12:00:00Z,PT60M,18.8,0
2013-02-13T14:00:00Z,2013-02-13T13:00:00Z,PT60M,18.7,0
2013-02-13T15:00:00Z,2013-02-13T14:00:00Z,PT60M,18.5,0
2013-02-13T16:00:00Z,2013-02-13T15:00:00Z,PT60M,18.4,0
2013-02-13T17:00:00Z,2013-02-13T16:00:00Z,PT60M,18.3,0
2013-02-13T18:00:00Z,2013-02-13T17:00:00Z,PT60M,18.2,0
2013-02-13T19:00:00Z,2013-02-13T18:00:00Z,PT60M,18.3,0
2013-02-13T20:00:00Z,2013-02-13T19:00:00Z,PT60M,18.5,24
2013-02-13T21:00:00Z,2013-02-13T20:00:00Z,PT60M,18.7,116
2013-02-13T22:00:00Z,2013-02-13T21:00:00Z,PT60M,19.5,275
2013-02-13T23:00:00Z,2013-02-13T22:00:00Z,PT60M,20.6,419
2013-02-14T00:00:00Z,2013-02-13T23:00:00Z,PT60M,21.8,458
2013-02-14T01:00:00Z,2013-02-14T00:00:00Z,PT60M,22.5,370
2013-02-14T02:00:00Z,2013-02-14T01:00:00Z,PT60M,22.9,628
2013-02-14T03:00:00Z,2013-02-14T02:00:00Z,PT60M,23.1,932
2013-02-14T04:00:00Z,2013-02-14T03:00:00Z,PT60M,23.3,954
2013-02-14T05:00:00Z,2013-02-14T04:00:00Z,PT60M,23.2,835
2013-02-14T06:00:00Z,2013-02-14T05:00:00Z,PT60M,23.2,664
2013-02-14T07:00:00Z,2013-02-14T06:00:00Z,PT60M,22.9,455
2013-02-14T08:00:00Z,2013-02-14T07:00:00Z,PT60M,22.4,233
2013-02-14T09:00:00Z,2013-02-14T08:00:00Z,PT60M,21.9,55
2013-02-14T10:00:00Z,2013-02-14T09:00:00Z,PT60M,21.4,0
2013-02-14T11:00:00Z,2013-02-14T10:00:00Z,PT60M,20.8,0
2013-02-14T12:00:00Z,2013-02-14T11:00:00Z,PT60M,20.3,0
2013-02-14T13:00:00Z,2013-02-14T12:00:00Z,PT60M,19.9,0
2013-02-14T14:00:00Z,2013-02-14T13:00:00Z,PT60M,19.7,0
2013-02-14T15:00:00Z,2013-02-14T14:00:00Z,PT60M,19.6,0
2013-02-14T16:00:00Z,2013-02-14T15:00:00Z,PT60M,19.4,0
2013-02-14T17:00:00Z,2013-02-14T16:00:00Z,PT60M,19.3,0
2013-02-14T18:00:00Z,2013-02-14T17:00:00Z,PT60M,19.2,0
2013-02-14T19:00:00Z,2013-02-14T18:00:00Z,PT60M,19.1,0
2013-02-14T20:00:00Z,2013-02-14T19:00:00Z,PT60M,19.2,18
2013-02-14T21:00:00Z,2013-02-14T20:00:00Z,PT60M,19.2,53
2013-02-14T22:00:00Z,2013-02-14T21:00:00Z,PT60M,19.6,179
2013-02-14T23:00:00Z,2013-02-14T22:00:00Z,PT60M,20.2,360
2013-02-15T00:00:00Z,2013-02-14T23:00:00Z,PT60M,20.9,294
2013-02-15T01:00:00Z,2013-02-15T00:00:00Z,PT60M,21.2,442
2013-02-15T02:00:00Z,2013-02-15T01:00:00Z,PT60M,21.4,700
2013-02-15T03:00:00Z,2013-02-15T02:00:00Z,PT60M,21.5,848
2013-02-15T04:00:00Z,2013-02-15T03:00:00Z,PT60M,21.6,901
2013-02-15T05:00:00Z,2013-02-15T04:00:00Z,PT60M,21.7,818
2013-02-15T06:00:00Z,2013-02-15T05:00:00Z,PT60M,21.8,649
2013-02-15T07:00:00Z,2013-02-15T06:00:00Z,PT60M,21.6,444
2013-02-15T08:00:00Z,2013-02-15T07:00:00Z,PT60M,21.3,225
2013-02-15T09:00:00Z,2013-02-15T08:00:00Z,PT60M,21.0,53
2013-02-15T10:00:00Z,2013-02-15T09:00:00Z,PT60M,20.6,0
2013-02-15T11:00:00Z,2013-02-15T10:00:00Z,PT60M,20.3,0
2013-02-15T12:00:00Z,2013-02-15T11:00:00Z,PT60M,20.0,0
2013-02-15T13:00:00Z,2013-02-15T12:00:00Z,PT60M,19.7,0
2013-02-15T14:00:00Z,2013-02-15T13:00:00Z,PT60M,19.6,0
2013-02-15T15:00:00Z,2013-02-15T14:00:00Z,PT60M,19.5,0
2013-02-15T16:00:00Z,2013-02-15T15:00:00Z,PT60M,19.3,0
2013-02-15T17:00:00Z,2013-02-15T16:00:00Z,PT60M,19.1,0
2013-02-15T18:00:00Z,2013-02-15T17:00:00Z,PT60M,19.0,0
2013-02-15T19:00:00Z,2013-02-15T18:00:00Z,PT60M,18.9,0
2013-02-15T20:00:00Z,2013-02-15T19:00:00Z,PT60M,19.0,23
2013-02-15T21:00:00Z,2013-02-15T20:00:00Z,PT60M,19.0,76
2013-02-15T22:00:00Z,2013-02-15T21:00:00Z,PT60M,19.5,156
2013-02-15T23:00:00Z,2013-02-15T22:00:00Z,PT60M,20.3,273
2013-02-16T00:00:00Z,2013-02-15T23:00:00Z,PT60M,21.1,240
2013-02-16T01:00:00Z,2013-02-16T00:00:00Z,PT60M,21.5,196
2013-02-16T02:00:00Z,2013-02-16T01:00:00Z,PT60M,21.6,464
2013-02-16T03:00:00Z,2013-02-16T02:00:00Z,PT60M,21.7,628
2013-02-16T04:00:00Z,2013-02-16T03:00:00Z,PT60M,21.5,506
2013-02-16T05:00:00Z,2013-02-16T04:00:00Z,PT60M,21.2,532
2013-02-16T06:00:00Z,2013-02-16T05:00:00Z,PT60M,20.8,389
2013-02-16T07:00:00Z,2013-02-16T06:00:00Z,PT60M,20.5,194
2013-02-16T08:00:00Z,2013-02-16T07:00:00Z,PT60M,20.0,74
2013-02-16T09:00:00Z,2013-02-16T08:00:00Z,PT60M,19.6,12
2013-02-16T10:00:00Z,2013-02-16T09:00:00Z,PT60M,19.4,0
