PeriodEnd,PeriodStart,Period,AirTemp,Ghi
2012-09-24T05:00:00Z,2012-09-24T04:00:00Z,PT60M,18.6,648
2012-09-24T06:00:00Z,2012-09-24T05:00:00Z,PT60M,18.7,459
2012-09-24T07:00:00Z,2012-09-24T06:00:00Z,PT60M,18.3,244
2012-09-24T08:00:00Z,2012-09-24T07:00:00Z,PT60M,17.4,59
2012-09-24T09:00:00Z,2012-09-24T08:00:00Z,PT60M,16.5,0
2012-09-24T10:00:00Z,2012-09-24T09:00:00Z,PT60M,15.6,0
2012-09-24T11:00:00Z,2012-09-24T10:00:00Z,PT60M,14.7,0
2012-09-24T12:00:00Z,2012-09-24T11:00:00Z,PT60M,13.9,0
2012-09-24T13:00:00Z,2012-09-24T12:00:00Z,PT60M,13.2,0
2012-09-24T14:00:00Z,2012-09-24T13:00:00Z,PT60M,12.8,0
2012-09-24T15:00:00Z,2012-09-24T14:00:00Z,PT60M,12.4,0
2012-09-24T16:00:00Z,2012-09-24T15:00:00Z,PT60M,12.1,0
2012-09-24T17:00:00Z,2012-09-24T16:00:00Z,PT60M,12.0,0
2012-09-24T18:00:00Z,2012-09-24T17:00:00Z,PT60M,11.8,0
2012-09-24T19:00:00Z,2012-09-24T18:00:00Z,PT60M,11.9,0
2012-09-24T20:00:00Z,2012-09-24T19:00:00Z,PT60M,12.2,7
2012-09-24T21:00:00Z,2012-09-24T20:00:00Z,PT60M,12.5,102
2012-09-24T22:00:00Z,2012-09-24T21:00:00Z,PT60M,13.0,189
2012-09-24T23:00:00Z,2012-09-24T22:00:00Z,PT60M,13.7,280
2012-09-25T00:00:00Z,2012-09-24T23:00:00Z,PT60M,14.5,380
2012-09-25T01:00:00Z,2012-09-25T00:00:00Z,PT60M,15.0,204
2012-09-25T02:00:00Z,2012-09-25T01:00:00Z,PT60M,15.5,406
2012-09-25T03:00:00Z,2012-09-25T02:00:00Z,PT60M,16.0,654
2012-09-25T04:00:00Z,2012-09-25T03:00:00Z,PT60M,16.1,616
2012-09-25T05:00:00Z,2012-09-25T04:00:00Z,PT60M,16.0,407
2012-09-25T06:00:00Z,2012-09-25T05:00:00Z,PT60M,15.9,241
2012-09-25T07:00:00Z,2012-09-25T06:00:00Z,PT60M,15.5,128
2012-09-25T08:00:00Z,2012-09-25T07:00:00Z,PT60M,15.1,31
2012-09-25T09:00:00Z,2012-09-25T08:00:00Z,PT60M,14.6,0
2012-09-25T10:00:00Z,2012-09-25T09:00:00Z,PT60M,14.5,0
2012-09-25T11:00:00Z,2012-09-25T10:00:00Z,PT60M,14.7,0
2012-09-25T12:00:00Z,2012-09-25T11:00:00Z,PT60M,14.8,0
2012-09-25T13:00:00Z,2012-09-25T12:00:00Z,PT60M,14.6,0
2012-09-25T14:00:00Z,2012-09-25T13:00:00Z,PT60M,14.2,0
2012-09-25T15:00:00Z,2012-09-25T14:00:00Z,PT60M,13.7,0
2012-09-25T16:00:00Z,2012-09-25T15:00:00Z,PT60M,13.5,0
2012-09-25T17:00:00Z,2012-09-25T16:00:00Z,PT60M,13.3,0
2012-09-25T18:00:00Z,2012-09-25T17:00:00Z,PT60M,13.2,0
2012-09-25T19:00:00Z,2012-09-25T18:00:00Z,PT60M,13.3,0
2012-09-25T20:00:00Z,2012-09-25T19:00:00Z,PT60M,13.5,7
2012-09-25T21:00:00Z,2012-09-25T20:00:00Z,PT60M,13.7,45
2012-09-25T22:00:00Z,2012-09-25T21:00:00Z,PT60M,14.5,287
2012-09-25T23:00:00Z,2012-09-25T22:00:00Z,PT60M,15.7,421
2012-09-26T00:00:00Z,2012-09-25T23:00:00Z,PT60M,17.0,467
2012-09-26T01:00:00Z,2012-09-26T00:00:00Z,PT60M,17.8,718
2012-09-26T02:00:00Z,2012-09-26T01:00:00Z,PT60M,18.3,614
2012-09-26T03:00:00Z,2012-09-26T02:00:00Z,PT60M,18.7,712
2012-09-26T04:00:00Z,2012-09-26T03:00:00Z,PT60M,18.9,775
2012-09-26T05:00:00Z,2012-09-26T04:00:00Z,PT60M,19.0,633
2012-09-26T06:00:00Z,2012-09-26T05:00:00Z,PT60M,19.0,444
2012-09-26T07:00:00Z,2012-09-26T06:00:00Z,PT60M,18.5,233
2012-09-26T08:00:00Z,2012-09-26T07:00:00Z,PT60M,17.7,56
2012-09-26T09:00:00Z,2012-09-26T08:00:00Z,PT60M,16.9,0
2012-09-26T10:00:00Z,2012-09-26T09:00:00Z,PT60M,16.4,0
2012-09-26T11:00:00Z,2012-09-26T10:00:00Z,PT60M,16.2,0
2012-09-26T12:00:00Z,2012-09-26T11:00:00Z,PT60M,16.0,0
2012-09-26T13:00:00Z,2012-09-26T12:00:00Z,PT60M,15.6,0
2012-09-26T14:00:00Z,2012-09-26T13:00:00Z,PT60M,15.0,0
2012-09-26T15:00:00Z,2012-09-26T14:00:00Z,PT60M,14.4,0
2012-09-26T16:00:00Z,2012-09-26T15:00:00Z,PT60M,14.0,0
2012-09-26T17:00:00Z,2012-09-26T16:00:00Z,PT60M,13.8,0
2012-09-26T18:00:00Z,2012-09-26T17:00:00Z,PT60M,13.6,0
2012-09-26T19:00:00Z,2012-09-26T18:00:00Z,PT60M,13.6,0
2012-09-26T20:00:00Z,2012-09-26T19:00:00Z,PT60M,13.7,9
2012-09-26T21:00:00Z,2012-09-26T20:00:00Z,PT60M,13.9,84
2012-09-26T22:00:00Z,2012-09-26T21:00:00Z,PT60M,14.7,200
2012-09-26T23:00:00Z,2012-09-26T22:00:00Z,PT60M,16.0,380
2012-09-27T00:00:00Z,2012-09-26T23:00:00Z,PT60M,17.3,603
2012-09-27T01:00:00Z,2012-09-27T00:00:00Z,PT60M,18.7,618
2012-09-27T02:00:00Z,2012-09-27T01:00:00Z,PT60M,20.2,762
2012-09-27T03:00:00Z,2012-09-27T02:00:00Z,PT60M,21.8,832
2012-09-27T04:00:00Z,2012-09-27T03:00:00Z,PT60M,22.6,393
2012-09-27T05:00:00Z,2012-09-27T04:00:00Z,PT60M,22.8,166
2012-09-27T06:00:00Z,2012-09-27T05:00:00Z,PT60M,23.0,167
2012-09-27T07:00:00Z,2012-09-27T06:00:00Z,PT60M,22.5,92
2012-09-27T08:00:00Z,2012-09-27T07:00:00Z,PT60M,21.7,18
2012-09-27T09:00:00Z,2012-09-27T08:00:00Z,PT60M,20.8,0
2012-09-27T10:00:00Z,2012-09-27T09:00:00Z,PT60M,20.2,0
2012-09-27T11:00:00Z,2012-09-27T10:00:00Z,PT60M,19.9,0
2012-09-27T12:00:00Z,2012-09-27T11:00:00Z,PT60M,19.7,0
2012-09-27T13:00:00Z,2012-09-27T12:00:00Z,PT60M,19.7,0
2012-09-27T14:00:00Z,2012-09-27T13:00:00Z,PT60M,19.8,0
2012-09-27T15:00:00Z,2012-09-27T14:00:00Z,PT60M,19.8,0
2012-09-27T16:00:00Z,2012-09-27T15:00:00Z,PT60M,19.9,0
2012-09-27T17:00:00Z,2012-09-27T16:00:00Z,PT60M,19.9,0
2012-09-27T18:00:00Z,2012-09-27T17:00:00Z,PT60M,19.9,0
2012-09-27T19:00:00Z,2012-09-27T18:00:00Z,PT60M,20.0,0
2012-09-27T20:00:00Z,2012-09-27T19:00:00Z,PT60M,20.2,10
2012-09-27T21:00:00Z,2012-09-27T20:00:00Z,PT60M,20.3,42
2012-09-27T22:00:00Z,2012-09-27T21:00:00Z,PT60M,21.0,276
2012-09-27T23:00:00Z,2012-09-27T22:00:00Z,PT60M,22.1,507
2012-09-28T00:00:00Z,2012-09-27T23:00:00Z,PT60M,23.3,663
2012-09-28T01:00:00Z,2012-09-28T00:00:00Z,PT60M,24.4,715
2012-09-28T02:00:00Z,2012-09-28T01:00:00Z,PT60M,25.5,768
2012-09-28T03:00:00Z,2012-09-28T02:00:00Z,PT60M,26.6,814
2012-09-28T04:00:00Z,2012-09-28T03:00:00Z,PT60M,27.1,749
2012-09-28T05:00:00Z,2012-09-28T04:00:00Z,PT60M,27.2,314
2012-09-28T06:00:00Z,2012-09-28T05:00:00Z,PT60M,27.3,93
2012-09-28T07:00:00Z,2012-09-28T06:00:00Z,PT60M,26.9,46
2012-09-28T08:00:00Z,2012-09-28T07:00:00Z,PT60M,26.3,7
2012-09-28T09:00:00Z,2012-09-28T08:00:00Z,PT60M,25.6,0
2012-09-28T10:00:00Z,2012-09-28T09:00:00Z,PT60M,24.6,0
2012-09-28T11:00:00Z,2012-09-28T10:00:00Z,PT60M,23.3,0
2012-09-28T12:00:00Z,2012-09-28T11:00:00Z,PT60M,22.1,0
2012-09-28T13:00:00Z,2012-09-28T12:00:00Z,PT60M,20.9,0
2012-09-28T14:00:00Z,2012-09-28T13:00:00Z,PT60M,19.9,0
2012-09-28T15:00:00Z,2012-09-28T14:00:00Z,PT60M,18.9,0
2012-09-28T16:00:00Z,2012-09-28T15:00:00Z,PT60M,18.2,0
2012-09-28T17:00:00Z,2012-09-28T16:00:00Z,PT60M,17.7,0
2012-09-28T18:00:00Z,2012-09-28T17:00:00Z,PT60M,17.2,0
2012-09-28T19:00:00Z,2012-09-28T18:00:00Z,PT60M,16.9,0
2012-09-28T20:00:00Z,2012-09-28T19:00:00Z,PT60M,16.9,6
2012-09-28T21:00:00Z,2012-09-28T20:00:00Z,PT60M,16.9,25
2012-09-28T22:00:00Z,2012-09-28T21:00:00Z,PT60M,17.3,195
2012-09-28T23:00:00Z,2012-09-28T22:00:00Z,PT60M,18.1,199
2012-09-29T00:00:00Z,2012-09-28T23:00:00Z,PT60M,18.8,192
2012-09-29T01:00:00Z,2012-09-29T00:00:00Z,PT60M,19.3,608
2012-09-29T02:00:00Z,2012-09-29T01:00:00Z,PT60M,19.6,774
2012-09-29T03:00:00Z,2012-09-29T02:00:00Z,PT60M,19.8,804
2012-09-29T04:00:00Z,2012-09-29T03:00:00Z,PT60M,19.6,767
2012-09-29T05:00:00Z,2012-09-29T04:00:00Z,PT60M,19.1,411
2012-09-29T06:00:00Z,2012-09-29T05:00:00Z,PT60M,18.5,276
2012-09-29T07:00:00Z,2012-09-29T06:00:00Z,PT60M,17.6,159
2012-09-29T08:00:00Z,2012-09-29T07:00:00Z,PT60M,16.6,28
2012-09-29T09:00:00Z,2012-09-29T08:00:00Z,PT60M,15.5,0
2012-09-29T10:00:00Z,2012-09-29T09:00:00Z,PT60M,14.6,0
2012-09-29T11:00:00Z,2012-09-29T10:00:00Z,PT60M,13.8,0
2012-09-29T12:00:00Z,2012-09-29T11:00:00Z,PT60M,13.1,0
2012-09-29T13:00:00Z,2012-09-29T12:00:00Z,PT60M,12.6,0
2012-09-29T14:00:00Z,2012-09-29T13:00:00Z,PT60M,12.2,0
2012-09-29T15:00:00Z,2012-09-29T14:00:00Z,PT60M,11.9,0
2012-09-29T16:00:00Z,2012-09-29T15:00:00Z,PT60M,11.6,0
2012-09-29T17:00:00Z,2012-09-29T16:00:00Z,PT60M,11.3,0
2012-09-29T18:00:00Z,2012-09-29T17:00:00Z,PT60M,11.1,0
2012-09-29T19:00:00Z,2012-09-29T18:00:00Z,PT60M,11.0,0
2012-09-29T20:00:00Z,2012-09-29T19:00:00Z,PT60M,11.1,20
2012-09-29T21:00:00Z,2012-09-29T20:00:00Z,PT60M,11.2,163
2012-09-29T22:00:00Z,2012-09-29T21:00:00Z,PT60M,11.9,384
2012-09-29T23:00:00Z,2012-09-29T22:00:00Z,PT60M,13.1,594
2012-09-30T00:00:00Z,2012-09-29T23:00:00Z,PT60M,14.4,764
2012-09-30T01:00:00Z,2012-09-30T00:00:00Z,PT60M,15.4,879
2012-09-30T02:00:00Z,2012-09-30T01:00:00Z,PT60M,16.2,906
2012-09-30T03:00:00Z,2012-09-30T02:00:00Z,PT60M,16.9,806
2012-09-30T04:00:00Z,2012-09-30T03:00:00Z,PT60M,17.4,770
2012-09-30T05:00:00Z,2012-09-30T04:00:00Z,PT60M,17.6,673
2012-09-30T06:00:00Z,2012-09-30T05:00:00Z,PT60M,17.7,479
2012-09-30T07:00:00Z,2012-09-30T06:00:00Z,PT60M,17.4,260
2012-09-30T08:00:00Z,2012-09-30T07:00:00Z,PT60M,16.8,65
2012-09-30T09:00:00Z,2012-09-30T08:00:00Z,PT60M,16.1,0
2012-09-30T10:00:00Z,2012-09-30T09:00:00Z,PT60M,15.2,0
2012-09-30T11:00:00Z,2012-09-30T10:00:00Z,PT60M,14.3,0
2012-09-30T12:00:00Z,2012-09-30T11:00:00Z,PT60M,13.3,0
2012-09-30T13:00:00Z,2012-09-30T12:00:00Z,PT60M,12.9,0
2012-09-30T14:00:00Z,2012-09-30T13:00:00Z,PT60M,12.9,0
2012-09-30T15:00:00Z,2012-09-30T14:00:00Z,PT60M,12.9,0
2012-09-30T16:00:00Z,2012-09-30T15:00:00Z,PT60M,12.8,0
2012-09-30T17:00:00Z,2012-09-30T16:00:00Z,PT60M,12.6,0
2012-09-30T18:00:00Z,2012-09-30T17:00:00Z,PT60M,12.4,0
2012-09-30T19:00:00Z,2012-09-30T18:00:00Z,PT60M,12.4,0
2012-09-30T20:00:00Z,2012-09-30T19:00:00Z,PT60M,12.4,20
2012-09-30T21:00:00Z,2012-09-30T20:00:00Z,PT60M,12.5,158
2012-09-30T22:00:00Z,2012-09-30T21:00:00Z,PT60M,13.1,372
2012-09-30T23:00:00Z,2012-09-30T22:00:00Z,PT60M,14.0,578
2012-10-01T00:00:00Z,2012-09-30T23:00:00Z,PT60M,15.0,746
2012-10-01T01:00:00Z,2012-10-01T00:00:00Z,PT60M,15.7,803
2012-10-01T02:00:00Z,2012-10-01T01:00:00Z,PT60M,16.3,763
2012-10-01T03:00:00Z,2012-10-01T02:00:00Z,PT60M,16.8,830
2012-10-01T04:00:00Z,2012-10-01T03:00:00Z,PT60M,17.1,812
2012-10-01T05:00:00Z,2012-10-01T04:00:00Z,PT60M,17.3,666
2012-10-01T06:00:00Z,2012-10-01T05:00:00Z,PT60M,17.3,474
2012-10-01T07:00:00Z,2012-10-01T06:00:00Z,PT60M,17.0,257
2012-10-01T08:00:00Z,2012-10-01T07:00:00Z,PT60M,16.3,65
2012-10-01T09:00:00Z,2012-10-01T08:00:00Z,PT60M,15.6,1
2012-10-01T10:00:00Z,2012-10-01T09:00:00Z,PT60M,15.0,0
2012-10-01T11:00:00Z,2012-10-01T10:00:00Z,PT60M,14.6,0
2012-10-01T12:00:00Z,2012-10-01T11:00:00Z,PT60M,14.2,0
2012-10-01T13:00:00Z,2012-10-01T12:00:00Z,PT60M,13.8,0
2012-10-01T14:00:00Z,2012-10-01T13:00:00Z,PT60M,13.3,0
2012-10-01T15:00:00Z,2012-10-01T14:00:00Z,PT60M,12.8,0
2012-10-01T16:00:00Z,2012-10-01T15:00:00Z,PT60M,12.5,0
2012-10-01T17:00:00Z,2012-10-01T16:00:00Z,PT60M,12.4,0
2012-10-01T18:00:00Z,2012-10-01T17:00:00Z,PT60M,12.2,0
2012-10-01T19:00:00Z,2012-10-01T18:00:00Z,PT60M,12.3,0
2012-10-01T20:00:00Z,2012-10-01T19:00:00Z,PT60M,12.6,22
2012-10-01T21:00:00Z,2012-10-01T20:00:00Z,PT60M,12.9,147
2012-10-01T22:00:00Z,2012-10-01T21:00:00Z,PT60M,13.6,227
2012-10-01T23:00:00Z,2012-10-01T22:00:00Z,PT60M,14.8,373
2012-10-02T00:00:00Z,2012-10-01T23:00:00Z,PT60M,15.9,623
2012-10-02T01:00:00Z,2012-10-02T00:00:00Z,PT60M,16.7,706
2012-10-02T02:00:00Z,2012-10-02T01:00:00Z,PT60M,17.1,729
2012-10-02T03:00:00Z,2012-10-02T02:00:00Z,PT60M,17.5,772
2012-10-02T04:00:00Z,2012-10-02T03:00:00Z,PT60M,17.7,782
2012-10-02T05:00:00Z,2012-10-02T04:00:00Z,PT60M,17.8,674
2012-10-02T06:00:00Z,2012-10-02T05:00:00Z,PT60M,17.8,482
2012-10-02T07:00:00Z,2012-10-02T06:00:00Z,PT60M,17.3,264
2012-10-02T08:00:00Z,2012-10-02T07:00:00Z,PT60M,16.5,68
2012-10-02T09:00:00Z,2012-10-02T08:00:00Z,PT60M,15.6,1
2012-10-02T10:00:00Z,2012-10-02T09:00:00Z,PT60M,14.9,0
2012-10-02T11:00:00Z,2012-10-02T10:00:00Z,PT60M,14.2,0
2012-10-02T12:00:00Z,2012-10-02T11:00:00Z,PT60M,13.6,0
2012-10-02T13:00:00Z,2012-10-02T12:00:00Z,PT60M,13.2,0
2012-10-02T14:00:00Z,2012-10-02T13:00:00Z,PT60M,13.0,0
2012-10-02T15:00:00Z,2012-10-02T14:00:00Z,PT60M,12.8,0
2012-10-02T16:00:00Z,2012-10-02T15:00:00Z,PT60M,12.6,0
2012-10-02T17:00:00Z,2012-10-02T16:00:00Z,PT60M,12.3,0
2012-10-02T18:00:00Z,2012-10-02T17:00:00Z,PT60M,12.1,0
2012-10-02T19:00:00Z,2012-10-02T18:00:00Z,PT60M,12.2,0
2012-10-02T20:00:00Z,2012-10-02T19:00:00Z,PT60M,12.5,25
2012-10-02T21:00:00Z,2012-10-02T20:00:00Z,PT60M,12.9,171
2012-10-02T22:00:00Z,2012-10-02T21:00:00Z,PT60M,14.3,390
2012-10-02T23:00:00Z,2012-10-02T22:00:00Z,PT60M,16.4,599
2012-10-03T00:00:00Z,2012-10-02T23:00:00Z,PT60M,18.5,770
2012-10-03T01:00:00Z,2012-10-03T00:00:00Z,PT60M,20.2,883
2012-10-03T02:00:00Z,2012-10-03T01:00:00Z,PT60M,21.5,854
2012-10-03T03:00:00Z,2012-10-03T02:00:00Z,PT60M,22.7,794
2012-10-03T04:00:00Z,2012-10-03T03:00:00Z,PT60M,23.3,784
2012-10-03T05:00:00Z,2012-10-03T04:00:00Z,PT60M,23.6,665
2012-10-03T06:00:00Z,2012-10-03T05:00:00Z,PT60M,23.8,476
2012-10-03T07:00:00Z,2012-10-03T06:00:00Z,PT60M,23.1,265
2012-10-03T08:00:00Z,2012-10-03T07:00:00Z,PT60M,21.8,69
2012-10-03T09:00:00Z,2012-10-03T08:00:00Z,PT60M,20.4,1
2012-10-03T10:00:00Z,2012-10-03T09:00:00Z,PT60M,19.2,0
2012-10-03T11:00:00Z,2012-10-03T10:00:00Z,PT60M,18.1,0
2012-10-03T12:00:00Z,2012-10-03T11:00:00Z,PT60M,17.1,0
2012-10-03T13:00:00Z,2012-10-03T12:00:00Z,PT60M,16.3,0
2012-10-03T14:00:00Z,2012-10-03T13:00:00Z,PT60M,15.8,0
2012-10-03T15:00:00Z,2012-10-03T14:00:00Z,PT60M,15.2,0
2012-10-03T16:00:00Z,2012-10-03T15:00:00Z,PT60M,14.7,0
2012-10-03T17:00:00Z,2012-10-03T16:00:00Z,PT60M,14.3,0
2012-10-03T18:00:00Z,2012-10-03T17:00:00Z,PT60M,13.8,0
2012-10-03T19:00:00Z,2012-10-03T18:00:00Z,PT60M,13.8,0
2012-10-03T20:00:00Z,2012-10-03T19:00:00Z,PT60M,14.1,28
2012-10-03T21:00:00Z,2012-10-03T20:00:00Z,PT60M,14.4,177
2012-10-03T22:00:00Z,2012-10-03T21:00:00Z,PT60M,16.1,397
2012-10-03T23:00:00Z,2012-10-03T22:00:00Z,PT60M,18.8,607
2012-10-04T00:00:00Z,2012-10-03T23:00:00Z,PT60M,21.7,778
2012-10-04T01:00:00Z,2012-10-04T00:00:00Z,PT60M,23.2,893
2012-10-04T02:00:00Z,2012-10-04T01:00:00Z,PT60M,23.8,925
2012-10-04T03:00:00Z,2012-10-04T02:00:00Z,PT60M,24.3,911
2012-10-04T04:00:00Z,2012-10-04T03:00:00Z,PT60M,24.7,833
2012-10-04T05:00:00Z,2012-10-04T04:00:00Z,PT60M,24.9,684
2012-10-04T06:00:00Z,2012-10-04T05:00:00Z,PT60M,25.1,490
2012-10-04T07:00:00Z,2012-10-04T06:00:00Z,PT60M,24.7,270
2012-10-04T08:00:00Z,2012-10-04T07:00:00Z,PT60M,23.9,71
2012-10-04T09:00:00Z,2012-10-04T08:00:00Z,PT60M,22.9,2
2012-10-04T10:00:00Z,2012-10-04T09:00:00Z,PT60M,22.2,0
2012-10-04T11:00:00Z,2012-10-04T10:00:00Z,PT60M,21.6,0
2012-10-04T12:00:00Z,2012-10-04T11:00:00Z,PT60M,21.1,0
2012-10-04T13:00:00Z,2012-10-04T12:00:00Z,PT60M,20.7,0
2012-10-04T14:00:00Z,2012-10-04T13:00:00Z,PT60M,20.3,0
2012-10-04T15:00:00Z,2012-10-04T14:00:00Z,PT60M,20.1,0
2012-10-04T16:00:00Z,2012-10-04T15:00:00Z,PT60M,19.9,0
2012-10-04T17:00:00Z,2012-10-04T16:00:00Z,PT60M,19.8,0
2012-10-04T18:00:00Z,2012-10-04T17:00:00Z,PT60M,19.8,0
2012-10-04T19:00:00Z,2012-10-04T18:00:00Z,PT60M,20.0,1
2012-10-04T20:00:00Z,2012-10-04T19:00:00Z,PT60M,20.2,29
2012-10-04T21:00:00Z,2012-10-04T20:00:00Z,PT60M,20.5,177
2012-10-04T22:00:00Z,2012-10-04T21:00:00Z,PT60M,21.6,393
2012-10-04T23:00:00Z,2012-10-04T22:00:00Z,PT60M,23.4,597
2012-10-05T00:00:00Z,2012-10-04T23:00:00Z,PT60M,25.3,763
2012-10-05T01:00:00Z,2012-10-05T00:00:00Z,PT60M,26.5,874
2012-10-05T02:00:00Z,2012-10-05T01:00:00Z,PT60M,27.3,901
2012-10-05T03:00:00Z,2012-10-05T02:00:00Z,PT60M,28.1,886
2012-10-05T04:00:00Z,2012-10-05T03:00:00Z,PT60M,28.0,809
2012-10-05T05:00:00Z,2012-10-05T04:00:00Z,PT60M,27.3,661
2012-10-05T06:00:00Z,2012-10-05T05:00:00Z,PT60M,26.5,467
2012-10-05T07:00:00Z,2012-10-05T06:00:00Z,PT60M,25.1,238
2012-10-05T08:00:00Z,2012-10-05T07:00:00Z,PT60M,23.3,58
2012-10-05T09:00:00Z,2012-10-05T08:00:00Z,PT60M,21.4,2
2012-10-05T10:00:00Z,2012-10-05T09:00:00Z,PT60M,20.0,0
2012-10-05T11:00:00Z,2012-10-05T10:00:00Z,PT60M,18.8,0
2012-10-05T12:00:00Z,2012-10-05T11:00:00Z,PT60M,17.8,0
2012-10-05T13:00:00Z,2012-10-05T12:00:00Z,PT60M,16.9,0
2012-10-05T14:00:00Z,2012-10-05T13:00:00Z,PT60M,16.2,0
2012-10-05T15:00:00Z,2012-10-05T14:00:00Z,PT60M,15.6,0
2012-10-05T16:00:00Z,2012-10-05T15:00:00Z,PT60M,15.2,0
2012-10-05T17:00:00Z,2012-10-05T16:00:00Z,PT60M,15.1,0
2012-10-05T18:00:00Z,2012-10-05T17:00:00Z,PT60M,15.1,0
2012-10-05T19:00:00Z,2012-10-05T18:00:00Z,PT60M,15.1,0
2012-10-05T20:00:00Z,2012-10-05T19:00:00Z,PT60M,15.2,12
2012-10-05T21:00:00Z,2012-10-05T20:00:00Z,PT60M,15.3,28
2012-10-05T22:00:00Z,2012-10-05T21:00:00Z,PT60M,15.5,61
2012-10-05T23:00:00Z,2012-10-05T22:00:00Z,PT60M,15.7,50
2012-10-06T00:00:00Z,2012-10-05T23:00:00Z,PT60M,15.9,27
2012-10-06T01:00:00Z,2012-10-06T00:00:00Z,PT60M,16.5,27
2012-10-06T02:00:00Z,2012-10-06T01:00:00Z,PT60M,17.2,108
2012-10-06T03:00:00Z,2012-10-06T02:00:00Z,PT60M,18.1,141
2012-10-06T04:00:00Z,2012-10-06T03:00:00Z,PT60M,18.6,97
2012-10-06T05:00:00Z,2012-10-06T04:00:00Z,PT60M,19.0,86
2012-10-06T06:00:00Z,2012-10-06T05:00:00Z,PT60M,19.4,183
2012-10-06T07:00:00Z,2012-10-06T06:00:00Z,PT60M,19.3,122
2012-10-06T08:00:00Z,2012-10-06T07:00:00Z,PT60M,18.8,24
2012-10-06T09:00:00Z,2012-10-06T08:00:00Z,PT60M,18.3,2
2012-10-06T10:00:00Z,2012-10-06T09:00:00Z,PT60M,17.9,0
2012-10-06T11:00:00Z,2012-10-06T10:00:00Z,PT60M,17.5,0
2012-10-06T12:00:00Z,2012-10-06T11:00:00Z,PT60M,17.0,0
2012-10-06T13:00:00Z,2012-10-06T12:00:00Z,PT60M,16.8,0
2012-10-06T14:00:00Z,2012-10-06T13:00:00Z,PT60M,16.7,0
2012-10-06T15:00:00Z,2012-10-06T14:00:00Z,PT60M,16.5,0
2012-10-06T16:00:00Z,2012-10-06T15:00:00Z,PT60M,15.9,0
2012-10-06T17:00:00Z,2012-10-06T16:00:00Z,PT60M,14.7,0
2012-10-06T18:00:00Z,2012-10-06T17:00:00Z,PT60M,13.6,0
2012-10-06T19:00:00Z,2012-10-06T18:00:00Z,PT60M,12.9,1
2012-10-06T20:00:00Z,2012-10-06T19:00:00Z,PT60M,12.6,36
2012-10-06T21:00:00Z,2012-10-06T20:00:00Z,PT60M,12.3,195
2012-10-06T22:00:00Z,2012-10-06T21:00:00Z,PT60M,13.0,419
2012-10-06T23:00:00Z,2012-10-06T22:00:00Z,PT60M,14.4,629
2012-10-07T00:00:00Z,2012-10-06T23:00:00Z,PT60M,15.9,799
2012-10-07T01:00:00Z,2012-10-07T00:00:00Z,PT60M,16.7,913
2012-10-07T02:00:00Z,2012-10-07T01:00:00Z,PT60M,17.2,961
2012-10-07T03:00:00Z,2012-10-07T02:00:00Z,PT60M,17.5,939
2012-10-07T04:00:00Z,2012-10-07T03:00:00Z,PT60M,17.7,850
2012-10-07T05:00:00Z,2012-10-07T04:00:00Z,PT60M,17.8,700
2012-10-07T06:00:00Z,2012-10-07T05:00:00Z,PT60M,17.8,502
2012-10-07T07:00:00Z,2012-10-07T06:00:00Z,PT60M,17.3,279
2012-10-07T08:00:00Z,2012-10-07T07:00:00Z,PT60M,16.5,77
2012-10-07T09:00:00Z,2012-10-07T08:00:00Z,PT60M,15.6,3
2012-10-07T10:00:00Z,2012-10-07T09:00:00Z,PT60M,14.9,0
2012-10-07T11:00:00Z,2012-10-07T10:00:00Z,PT60M,14.2,0
2012-10-07T12:00:00Z,2012-10-07T11:00:00Z,PT60M,13.6,0
2012-10-07T13:00:00Z,2012-10-07T12:00:00Z,PT60M,13.2,0
2012-10-07T14:00:00Z,2012-10-07T13:00:00Z,PT60M,13.0,0
2012-10-07T15:00:00Z,2012-10-07T14:00:00Z,PT60M,12.8,0
2012-10-07T16:00:00Z,2012-10-07T15:00:00Z,PT60M,12.5,0
2012-10-07T17:00:00Z,2012-10-07T16:00:00Z,PT60M,12.2,0
2012-10-07T18:00:00Z,2012-10-07T17:00:00Z,PT60M,11.9,0
2012-10-07T19:00:00Z,2012-10-07T18:00:00Z,PT60M,12.0,1
2012-10-07T20:00:00Z,2012-10-07T19:00:00Z,PT60M,12.3,27
2012-10-07T21:00:00Z,2012-10-07T20:00:00Z,PT60M,12.7,37
2012-10-07T22:00:00Z,2012-10-07T21:00:00Z,PT60M,13.3,162
2012-10-07T23:00:00Z,2012-10-07T22:00:00Z,PT60M,14.2,162
2012-10-08T00:00:00Z,2012-10-07T23:00:00Z,PT60M,15.1,209
2012-10-08T01:00:00Z,2012-10-08T00:00:00Z,PT60M,15.4,355
2012-10-08T02:00:00Z,2012-10-08T01:00:00Z,PT60M,15.3,598
2012-10-08T03:00:00Z,2012-10-08T02:00:00Z,PT60M,15.2,669
2012-10-08T04:00:00Z,2012-10-08T03:00:00Z,PT60M,15.0,592
2012-10-08T05:00:00Z,2012-10-08T04:00:00Z,PT60M,14.8,442
2012-10-08T06:00:00Z,2012-10-08T05:00:00Z,PT60M,14.7,269
2012-10-08T07:00:00Z,2012-10-08T06:00:00Z,PT60M,14.3,90
2012-10-08T08:00:00Z,2012-10-08T07:00:00Z,PT60M,13.7,10
